chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr5	115255221	115256525	+	2.31452	0.375818	4.74	1.938702
chr13	37890500	37895900	+	4.55817	2.62473	11.14	1.9334399999999996
chr1	129291600	129295900	+	3.64366	1.71233	4.99	1.9313300000000002
chr1	129291600	129295900	+	3.64366	1.71233	1.58	1.9313300000000002
chr7	129158000	129160800	-	3.81376	1.88401	14.09	1.9297499999999999
chr14	75574800	75577314	+	2.9719	1.05207	2.3	1.9198300000000001
chr6	83036000	83037976	+	2.3005400000000003	0.381202	6.15	1.9193380000000002
chr6	83036000	83037391	+	2.3005400000000003	0.381202	2.66	1.9193380000000002
chr2	115345676	115346699	-	2.8151900000000003	0.901779	3.29	1.9134110000000004
chr6	15133798	15135300	+	3.02959	1.12192	1.84	1.9076699999999998
chr5	89867600	89884100	-	4.57333	2.6678	5.52	1.9055300000000002
chr16	58671400	58673150	+	3.17233	1.27206	1.68	1.9002700000000001
chr6	134613100	134615800	+	2.9723	1.07884	8.72	1.8934600000000001
chr3	82832400	82837000	+	3.61531	1.72295	5.68	1.89236
chr4	61743600	61748900	-	2.98706	1.11653	1.71	1.87053
chr12	34064000	34065555	-	3.07153	1.2023700000000002	2.31	1.86916
chr9	77948900	77955500	-	4.53021	2.66226	7.14	1.8679500000000004
chr1	132628100	132631900	+	5.32934	3.4942	13.97	1.83514
chr2	69064277	69071700	+	2.6569	0.831938	2.81	1.8249619999999998
chr4	128919400	128929800	-	4.92889	3.10777	28.78	1.82112
chr14	32454900	32462900	+	4.51544	2.72133	11.23	1.7941099999999999
chr10	12528200	12538600	-	4.38747	2.5978	2.14	1.7896700000000005
chr14	63873999	63875500	-	2.87149	1.08453	3.3	1.78696
chr16	31269900	31275270	-	2.51534	0.729945	5.08	1.7853950000000003
chr6	85780700	85782272	-	2.61457	0.853474	1.73	1.7610960000000002
chr19	43950200	43955800	-	3.27234	1.52973	1.59	1.7426099999999998
chr4	108808800	108818500	-	4.47272	2.7321	8.86	1.7406199999999998
chr2	38211714	38213100	+	2.5718400000000003	0.837476	1.08	1.7343640000000002
chr14	79948848	79952500	+	3.1296	1.41159	3.49	1.71801
chr5	107593300	107599400	-	4.100219999999998	2.39397	15.42	1.7062499999999985
chr4	85995300	85997300	+	2.92938	1.22375	3.32	1.7056300000000002
chr10	69350691	69351900	+	2.60039	0.901779	4.15	1.698611
chr1	172901600	172904084	-	3.92972	2.23291	4.81	1.6968100000000002
chr5	120135200	120136821	-	2.62855	0.934084	1.95	1.6944660000000002
chr6	120061806	120066200	+	2.5718400000000003	0.880396	2.8	1.6914440000000004
chr8	37184000	37186405	+	2.22888	0.547497	5.27	1.6813830000000003
chr3	51719200	51721800	-	4.87199	3.19391	11.28	1.6780800000000005
chr11	106248400	106251400	-	2.42911	0.751482	2.16	1.6776280000000001
chr11	102993343	102996000	+	4.1437300000000015	2.47443	30.04	1.6693000000000016
chr11	102994233	102996000	+	4.1437300000000015	2.47443	5.56	1.6693000000000016
chr19	5955000	5958600	-	6.0723699999999985	4.4229	13.27	1.6494699999999982
chr6	23074600	23081000	-	3.62988	1.986	5.25	1.64388
chr8	109153500	109158500	+	3.54305	1.90017	9.84	1.6428800000000001
chr2	92228400	92233181	-	2.64311	1.00392	2.28	1.6391900000000001
chr4	13711873	13712882	+	2.4293	0.799786	1.22	1.629514
chr1	167155100	167166500	-	3.3010900000000003	1.6748	9.54	1.6262900000000002
chr15	3223900	3227713	+	3.07271	1.44928	1.58	1.62343
chr11	110028800	110029959	-	1.97195	0.348897	1.51	1.623053
chr18	46718457	46719700	-	2.4862	0.864243	1.55	1.621957
chr13	46710900	46713100	+	3.48615	1.86817	7.79	1.6179799999999998
chr17	88996100	89005600	+	3.41469	1.79817	2.05	1.6165199999999997
chr7	147299600	147301071	-	3.84369	2.23845	8.16	1.6052400000000002
chr15	54784800	54787400	+	3.42886	1.83063	17.92	1.5982299999999998
chr15	54784800	54787400	+	3.42886	1.83063	2.35	1.5982299999999998
chr8	95643000	95653300	-	3.65862	2.06108	2.13	1.59754
chr6	7995400	7998000	-	3.15815	1.56204	4.93	1.59611
chrX	35791600	35808243	-	3.1869	1.59419	1.79	1.59271
chr17	50683800	50685237	+	2.81401	1.22375	10.82	1.5902600000000002
chr17	50683698	50685237	+	2.81401	1.22375	5.96	1.5902600000000002
chr6	97467500	97472400	-	3.88641	2.30275	5.91	1.58366
chr6	99221400	99227900	-	4.11597	2.5335	7.36	1.5824699999999998
chr4	35042500	35049100	-	4.54301	2.96285	15.34	1.5801599999999998
chr11	63225500	63227226	+	2.27219	0.6924100000000001	2.03	1.57978
chr5	102909900	102914400	+	2.78664	1.21314	3.72	1.5734999999999997
chr5	34274500	34277900	-	3.44422	1.87324	5.19	1.57098
chr3	81784000	81802500	+	4.84443	3.27406	10.58	1.57037
chr6	31202400	31204300	+	2.72915	1.15945	3.47	1.5697
chr10	25145500	25155300	+	3.10066	1.53512	1.33	1.56554
chrX	148771090	148772500	-	2.11488	0.552882	2.18	1.561998
chr2	24196800	24202700	+	3.65862	2.09861	2.8	1.5600100000000001
chr16	42908748	42915600	+	3.5440400000000003	1.99154	1.48	1.5525000000000002
chr16	42909500	42915600	+	3.5440400000000003	1.99154	5.94	1.5525000000000002
chr13	23842522	23845000	+	2.6437	1.09499	4.15	1.54871
chr19	36805300	36812200	-	4.3581400000000015	2.81256	9.55	1.5455800000000015
chr15	103163139	103166200	-	2.0859400000000003	0.569034	2.64	1.5169060000000003
chr19	34644000	34645400	+	2.40095	0.885626	2.1	1.515324
chr19	34624400	34629200	+	2.62914	1.1273	6.82	1.50184
chr18	60759500	60771400	-	6.38718	4.90056	31.33	1.4866200000000003
chr14	37731400	37736900	-	3.70095	2.21691	5.16	1.4840400000000002
chr12	70856800	70863200	-	3.78659	2.30813	7.19	1.47846
chr2	38635000	38642600	-	2.94395	1.47066	1.59	1.47329
chr8	119104734	119106200	-	5.01414	3.54266	8.32	1.4714800000000001
chrX	7672800	7675016	+	2.5431	1.08423	3.69	1.45887
chr1	173769600	173771405	+	2.3724	0.928546	1.48	1.443854
chr13	5862100	5866300	+	2.54369	1.10038	1.61	1.4433099999999999
chr8	109971500	109974200	+	3.41508	1.986	3.39	1.4290800000000001
chr5	30612286	30614100	+	2.9571400000000003	1.52989	3.42	1.4272500000000004
chr17	73269400	73271092	+	2.0863400000000003	0.665642	1.18	1.4206980000000002
chr10	82783100	82791100	-	4.24375	2.82348	7.62	1.4202700000000004
chr19	41068000	41069900	-	2.60039	1.18099	2.72	1.4194
chr6	144018600	144020900	-	3.40071	1.98616	4.59	1.4145500000000002
chr2	38202900	38208100	+	2.65768	1.24529	1.89	1.41239
chr7	145529200	145531000	-	3.21446	1.80356	4.18	1.4108999999999998
chr13	28848600	28851400	-	3.17213	1.76587	3.19	1.40626
chr3	126825840	126828100	-	3.40051	1.99662	7.26	1.40389
chr15	81988300	81998200	+	3.58617	2.18461	7.14	1.40156
chr14	80041100	80042293	-	3.74367	2.34567	3.22	1.3979999999999997
chr9	121275300	121277800	+	4.15692	2.76425	9.27	1.3926700000000003
chr9	48147600	48149400	-	3.04376	1.65326	1.19	1.3904999999999998
chr5	90988700	90999400	+	5.40219	4.01478	17.1	1.38741
chr3	87422100	87432000	+	4.51564	3.12915	1.89	1.3864900000000002
chr3	87734800	87740500	+	5.25906	3.8754	10.81	1.38366
chr19	21857100	21862400	+	2.51495	1.13253	1.62	1.3824199999999998
chr6	24844083	24845700	-	2.94277	1.56757	2.32	1.3752
chr13	103482200	103486300	+	2.35783	0.987618	3.56	1.370212
chr2	121966400	121970200	-	2.98588	1.62111	18.58	1.3647699999999998
chr18	60538000	60542914	+	3.4015	2.03954	4.68	1.3619599999999998
chr18	12413800	12418100	-	3.95808	2.5978	4.27	1.36028
chr16	38091000	38107700	+	3.75844	2.39936	1.44	1.3590799999999996
chr15	61868500	61872900	+	3.22864	1.8734	4.68	1.35524
chr16	42908632	42915600	+	3.3444	1.99154	1.48	1.3528599999999997
chr1	140878629	140881000	+	2.02885	0.676411	2.85	1.352439
chr9	47431200	47435000	+	3.81553	2.46366	9.98	1.35187
chr9	47431200	47435000	+	3.81553	2.46366	3.95	1.35187
chr3	95238215	95252000	+	4.0301300000000015	2.6838	28.01	1.3463300000000014
chr3	95239208	95252000	+	4.0301300000000015	2.6838	4.2	1.3463300000000014
chr3	95239212	95252000	+	4.0301300000000015	2.6838	3.26	1.3463300000000014
chr6	38868500	38872000	+	3.2577700000000003	1.91632	2.06	1.3414500000000003
chr15	83942400	83947800	-	4.15771	2.8181	8.55	1.33961
chr15	83942400	83947800	-	4.15771	2.8181	9.18	1.33961
chr2	156555100	156568200	+	3.74387	2.4047400000000003	3.74	1.3391299999999995
chr2	126432100	126434600	-	2.45746	1.13253	4.1	1.3249300000000002
chr1	92950600	92963700	+	6.00149	4.6858	27.57	1.31569
chr6	108253300	108258000	+	3.58656	2.27583	5.65	1.31073
chr17	32823700	32829700	+	3.68717	2.38859	4.19	1.2985799999999998
chr6	31492900	31495300	-	2.08555	0.789018	6.91	1.296532
chr4	8672900	8677300	+	3.58656	2.29198	10.35	1.2945799999999998
chr6	51490200	51494500	+	3.87165	2.58181	10.2	1.2898399999999999
chr11	18797900	18800989	-	2.41513	1.13253	1.26	1.2826
chr2	58609100	58618100	+	2.38638	1.1113	2.04	1.27508
chrX	71159500	71161600	-	2.11449	0.84809	3.23	1.2664
chrX	71159500	71161600	-	2.11449	0.84809	3.4	1.2664
chr10	74827000	74828828	-	2.44367	1.19699	1.02	1.24668
chr18	65838500	65840348	+	1.8146400000000005	0.574419	2.99	1.2402210000000005
chr5	89867600	89884100	-	3.90177	2.6678	1.53	1.2339699999999998
chr12	105102000	105104900	-	2.84373	1.62096	2.48	1.22277
chr12	105101871	105104900	-	2.84373	1.62096	4.0	1.22277
chr4	115166400	115171400	-	3.72989	2.51735	1.1	1.2125400000000002
chr10	28107000	28108400	+	2.38678	1.17545	1.33	1.2113299999999998
chr7	126764200	126767700	+	4.22957	3.02716	26.08	1.20241
chr11	57786100	57788400	-	3.92815	2.72687	15.64	1.2012800000000001
chr7	35083900	35091500	-	2.80121	1.61573	4.06	1.18548
chr2	128528100	128531600	+	2.22868	1.05746	4.1	1.1712200000000001
chr5	122030700	122042600	-	5.15747	3.98801	15.55	1.16946
chr2	92324082	92326700	+	3.44382	2.27583	2.49	1.16799
chr6	136476500	136486200	+	3.11504	1.94847	1.08	1.16657
chr6	136476500	136486200	+	3.11504	1.94847	9.62	1.16657
chr19	5949800	5953500	-	2.24266	1.079	6.52	1.16366
chr6	52109632	52111700	+	1.87174	0.708562	5.28	1.1631779999999998
chr6	38771300	38780600	-	3.629680000000001	2.46905	9.5	1.1606300000000007
chr4	6196400	6201200	-	2.01467	0.869627	2.72	1.1450430000000003
chr3	10205000	10208000	-	2.87228	1.73372	1.43	1.13856
chr5	106179100	106188600	+	4.9157	3.77864	18.65	1.13706
chr10	75241900	75260400	-	5.25847	4.12215	12.51	1.1363199999999996
chr10	44819600	44825100	+	3.87184	2.74287	9.75	1.1289700000000003
chr18	68339600	68341400	+	2.44348	1.31513	5.41	1.1283500000000002
chr10	19310800	19314900	+	2.65749	1.52989	1.29	1.1276000000000002
chr6	48850800	48854300	+	3.27254	2.1630700000000003	1.28	1.1094699999999995
chr4	149765500	149785100	+	4.94425	3.83787	5.82	1.1063800000000001
chr10	121884600	121892900	+	2.50057	1.40097	1.88	1.0996000000000001
chr19	20678100	20689400	+	2.80101	1.70172	4.62	1.0992900000000003
chr19	20678100	20689400	+	2.80101	1.70172	1.56	1.0992900000000003
chr6	144128900	144130400	-	1.7719200000000002	0.676257	1.31	1.095663
chr1	159183300	159187311	-	2.77246	1.68003	2.89	1.0924300000000002
chr6	17120800	17123400	-	2.57125	1.48697	6.81	1.0842800000000001
chr10	93407100	93411000	-	2.9142200000000003	1.83048	5.8	1.0837400000000001
chr8	73052300	73056900	+	3.3995300000000004	2.31875	30.39	1.0807800000000003
chr5	45925000	45927100	-	3.54305	2.46382	6.45	1.07923
chr5	45925000	45927100	-	3.54305	2.46382	7.49	1.07923
chr5	105721200	105725700	-	3.27234	2.19537	3.02	1.0769699999999998
chr17	29604087	29608100	-	3.6013300000000004	2.5335	2.09	1.0678300000000003
chr1	134259000	134262352	-	1.91426	0.84809	1.6	1.06617
chr11	101518200	101520900	+	2.95733	1.91616	7.62	1.0411699999999997
chr17	85131200	85144000	-	4.61487	3.5800400000000003	21.27	1.0348299999999995
chr5	113385500	113388100	-	3.62929	2.60334	2.32	1.02595
chr11	6054200	6067000	-	4.54438	3.5265	13.68	1.0178800000000003
chr11	73135800	73141500	-	3.32944	2.32952	4.09	0.9999199999999999
chr16	23289900	23295800	+	3.58617	2.59242	1.63	0.9937499999999999
chr16	23289900	23295800	+	3.58617	2.59242	3.64	0.9937499999999999
chr11	21461200	21471100	-	3.11484	2.12553	3.07	0.9893100000000001
chr8	113838439	113839456	-	1.87174	0.901779	1.77	0.969961
chr15	6820300	6822423	-	1.6715099999999998	0.703178	3.27	0.9683319999999999
chr3	129546700	129551200	+	2.84373	1.87894	4.25	0.9647899999999998
chr3	104852600	104854165	-	1.61481	0.654874	1.0	0.9599360000000001
chr14	121448700	121455900	+	4.70149	3.75187	14.22	0.9496199999999999
chrX	151647892	151649600	-	1.48625	0.536729	1.08	0.9495210000000001
chrX	162904100	162916200	-	2.27239	1.33113	1.71	0.9412600000000002
chr12	58499700	58501151	+	2.31452	1.37405	2.04	0.9404699999999999
chr10	3185700	3188500	+	3.62909	2.72133	7.9	0.9077600000000001
chr5	122466200	122471100	-	4.11499	3.20976	3.63	0.9052299999999995
chr6	31349771	31367000	+	3.75824	2.85548	1.41	0.9027599999999998
chr3	96879938	96881400	+	2.0859400000000003	1.1916	1.31	0.8943400000000004
chr7	72507400	72515200	-	3.00124	2.11492	1.68	0.88632
chr9	47490400	47491510	+	2.0003	1.11653	1.49	0.8837700000000002
chr5	138111700	138124800	-	4.15712	3.27422	28.76	0.8828999999999998
chr4	99795000	99799800	+	4.18685	3.31175	21.46	0.8750999999999998
chr13	74107600	74109500	+	3.21426	2.34029	6.12	0.8739699999999999
chr16	24479700	24485300	+	3.77104	2.9144	28.53	0.8566400000000001
chr15	96861900	96881700	-	3.6013300000000004	2.74826	10.57	0.8530700000000002
chr15	9528600	9530028	-	2.47203	1.62111	2.79	0.8509200000000001
chr12	81753300	81758000	+	2.91481	2.06646	8.61	0.8483499999999999
chr18	39396100	39402300	+	3.95827	3.1185400000000003	5.3	0.8397299999999999
chr4	62320100	62327600	+	2.11429	1.27744	7.22	0.8368500000000001
chr15	101752000	101760800	-	4.1146	3.29037	2.97	0.8242300000000005
chr5	65715500	65718284	-	2.2716	1.44928	6.74	0.8223199999999999
chr9	13466200	13467400	+	2.22927	1.41697	1.46	0.8123
chr18	61876200	61887400	-	3.21505	2.41013	11.46	0.8049200000000001
chr17	30264500	30277400	+	3.75765	2.9574700000000003	10.22	0.8001799999999997
chr17	30264500	30277400	+	3.75765	2.9574700000000003	23.42	0.8001799999999997
chr7	111613300	111614900	-	1.54315	0.7460979999999999	2.08	0.7970520000000001
chr16	81434100	81438800	+	2.90122	2.10938	1.29	0.7918400000000001
chr8	119467800	119471070	+	2.75711	1.96985	2.21	0.7872599999999998
chr13	3888100	3890600	-	3.44422	2.66226	3.51	0.7819600000000002
chr16	42909500	42915600	+	2.7720700000000003	1.99154	11.4	0.7805300000000002
chr16	42909500	42915600	+	2.7720700000000003	1.99154	5.94	0.7805300000000002
chr5	136148800	136162400	+	4.32801	3.55881	15.02	0.7692000000000001
chr11	115865400	115867800	+	5.71425	4.949319999999998	14.53	0.7649300000000014
chr14	63845100	63860300	-	4.95901	4.19738	4.75	0.7616300000000003
chr10	127235800	127242500	+	2.62933	1.87863	6.18	0.7506999999999999
chr6	144014700	144016700	-	2.22908	1.48143	1.29	0.7476500000000001
chr1	181921485	181923200	+	1.7717200000000002	1.02531	1.43	0.7464100000000002
chr11	60352400	60362900	+	2.74392	2.002	3.51	0.7419200000000004
chr1	141908700	141913300	-	1.90068	1.16468	1.83	0.736
chr1	141908700	141913300	-	1.90068	1.16468	2.2	0.736
chr11	115550500	115562300	-	5.34431	4.61073	2.53	0.7335799999999999
chr18	60373800	60378100	+	2.8151900000000003	2.08261	5.82	0.7325800000000005
chr2	14154742	14155769	+	1.17183	0.440121	2.33	0.7317089999999999
chr1	67173400	67193200	+	2.24364	1.51896	1.63	0.72468
chr1	67173400	67193200	+	2.24364	1.51896	1.48	0.72468
chr15	100493200	100500246	-	2.9152	2.2006	1.63	0.7145999999999999
chr4	43410900	43418900	+	4.57195	3.864630000000001	8.7	0.7073199999999993
chr5	111716400	111718900	+	2.8142	2.10953	4.13	0.7046700000000001
chr4	120621372	120625800	-	2.3290900000000003	1.62634	5.37	0.7027500000000004
chr3	86438900	86440500	+	2.25782	1.5565	1.36	0.7013200000000002
chr8	11455700	11466800	-	4.100619999999998	3.4029800000000003	27.89	0.697639999999998
chr15	96860818	96881700	-	3.44422	2.74826	14.51	0.6959599999999999
chr16	30252000	30266200	-	5.64396	4.9596300000000015	27.83	0.6843299999999983
chr6	85856000	85864700	-	4.1874400000000005	3.50497	3.33	0.6824700000000004
chr9	66649300	66651300	-	3.34283	2.67303	4.33	0.6698000000000004
chr18	20825500	20831700	+	2.14324	1.47604	2.3	0.6672
chr8	5103000	5106800	-	2.91501	2.25983	6.82	0.6551800000000001
chr14	31153800	31156200	-	2.92879	2.28137	6.83	0.6474199999999999
chr2	59533000	59537200	+	1.84319	1.20253	1.87	0.64066
chr1	129671700	129690500	+	2.27219	1.63172	1.88	0.6404700000000001
chr10	17784400	17791400	+	3.40031	2.76425	16.77	0.6360600000000001
chr3	118267500	118274900	+	2.24345	1.62096	8.44	0.6224900000000002
chr3	118267500	118274900	+	2.24345	1.62096	4.34	0.6224900000000002
chr5	100993700	100997300	-	2.4862	1.87324	4.82	0.6129600000000002
chr8	63432500	63436400	-	3.41469	2.80194	2.68	0.6127499999999997
chr11	87494200	87507300	+	3.71414	3.10777	11.67	0.6063700000000001
chr11	87494200	87507300	+	3.71414	3.10777	5.59	0.6063700000000001
chr19	29338700	29341400	+	3.17174	2.56565	7.32	0.6060899999999996
chr10	92531200	92544100	-	2.82838	2.23306	7.86	0.5953200000000001
chr17	5842200	5851600	+	3.38535	2.79102	3.58	0.5943299999999998
chr2	65070100	65075700	-	2.38638	1.79817	6.88	0.5882099999999999
chr2	65171400	65175900	-	2.31452	1.72833	2.78	0.58619
chr4	150231000	150239800	+	2.3292900000000003	1.74448	2.33	0.5848100000000003
chr9	50311200	50316800	+	2.41454	1.83032	2.96	0.5842200000000002
chr3	81771700	81777600	-	2.28676	1.71218	1.45	0.5745800000000001
chr3	81771700	81777600	-	2.28676	1.71218	1.03	0.5745800000000001
chr14	11990300	11993100	-	2.45765	1.88401	2.52	0.5736400000000001
chr13	114872600	114880800	+	3.62889	3.05962	18.83	0.5692700000000004
chr4	6293500	6303700	+	2.1578	1.61019	2.08	0.5476099999999999
chr6	22289100	22305800	-	2.2716	1.73372	7.92	0.5378799999999999
chr9	80056300	80059600	+	2.7006	2.16845	10.24	0.5321500000000001
chr10	59039800	59042700	-	3.5288800000000005	3.00593	11.28	0.5229500000000002
chr3	146230200	146235400	-	3.3865300000000005	2.8664	18.14	0.5201300000000004
chr4	46962200	46974900	-	5.52977	5.01316	16.92	0.51661
chr4	141649800	141655000	-	2.57066	2.056	8.47	0.5146600000000001
chr4	53486500	53489100	+	2.21451	1.70156	3.02	0.5129500000000002
chr4	76106200	76108152	-	1.71482	1.20776	1.51	0.5070600000000001
chr18	39594800	39648600	-	2.61496	2.10953	1.36	0.50543
chr18	39594800	39648600	-	2.61496	2.10953	1.92	0.50543
chr1	167695100	167702700	+	3.11543	2.61427	6.3	0.50116
chr8	24292000	24318100	-	3.44382	2.9467	7.2	0.49712000000000023
chr7	141213400	141219000	-	2.60039	2.104	8.53	0.4963899999999999
chr2	36069800	36074100	+	2.18596	1.70156	2.86	0.48440000000000016
chr18	84218900	84222200	-	2.31472	1.83048	3.72	0.4842399999999998
chr15	61991700	61999200	+	3.6287	3.14546	13.46	0.4832399999999999
chr4	16095000	16097100	+	1.95738	1.47604	2.27	0.4813399999999999
chr10	12528200	12538600	-	3.07153	2.5978	2.02	0.4737300000000002
chr6	17489600	17493800	+	2.98628	2.51735	11.88	0.46892999999999985
chr10	67735700	67739200	-	1.97195	1.50819	12.05	0.46376000000000017
chr17	44237400	44239300	-	2.2716	1.84125	2.77	0.4303499999999998
chr7	56093900	56101900	-	3.22923	2.82333	10.76	0.4058999999999999
chr19	4575800	4601600	+	4.5873	4.18661	17.59	0.40069
chr13	4521600	4526400	-	1.58607	1.1916	1.88	0.3944700000000001
chr2	3619400	3627300	+	3.07192	2.67841	16.15	0.39351
chr4	154932000	154937644	+	4.3857	4.00401	13.13	0.38168999999999986
chr13	73899300	73917200	+	5.0434800000000015	4.6750300000000005	26.48	0.36845000000000105
chr2	35047000	35055600	-	1.81484	1.44928	3.48	0.3655600000000001
chr1	69019700	69021800	-	1.98613	1.62096	3.53	0.36517
chr1	57442900	57450600	-	2.2718	1.91078	5.19	0.3610199999999999
chr2	122065700	122072600	+	3.45662	3.10777	24.4	0.3488500000000001
chr6	8219400	8221600	+	1.74318	1.40097	1.61	0.3422099999999999
chr10	43029500	43033500	+	3.24261	2.91455	14.34	0.3280599999999998
chr2	64809000	64815400	-	3.00104	2.67303	12.39	0.32801000000000036
chr9	31097300	31102300	+	2.9142200000000003	2.58719	12.23	0.32703000000000015
chr5	87503800	87518736	-	2.22947	1.91078	1.23	0.31869000000000014
chr3	34380100	34386100	+	2.09973	1.80894	4.97	0.2907900000000001
chr10	96081400	96087400	+	2.84354	2.5548900000000003	1.75	0.28864999999999963
chr10	96081400	96087400	+	2.84354	2.5548900000000003	1.41	0.28864999999999963
chr5	89645600	89653100	+	2.12926	1.84109	5.37	0.28817000000000004
chr5	87432500	87434800	+	1.31457	1.04131	2.69	0.27326000000000006
chr2	134364700	134378000	-	2.58641	2.31336	3.39	0.27305
chr14	18613700	18620400	+	2.71458	2.44228	10.08	0.27230000000000043
chr14	18613700	18620400	+	2.71458	2.44228	5.08	0.27230000000000043
chr1	138588900	138597600	+	3.44343	3.1722200000000003	7.28	0.27120999999999995
chr2	6308600	6312100	+	2.82877	2.56027	8.94	0.26849999999999996
chr18	80449098	80452300	+	2.64351	2.38321	6.62	0.2603
chr16	77467100	77470815	+	2.07216	1.81433	1.72	0.2578299999999998
chr6	108253300	108258000	+	2.51475	2.27583	5.65	0.2389199999999998
chr2	155717000	155722700	-	3.5286800000000005	3.2956	22.35	0.23308000000000062
chr7	99967500	99971500	+	2.5433	2.32952	5.63	0.21377999999999986
chr10	93516000	93550400	+	4.07148	3.85925	45.16	0.21223000000000036
